Year,Date,Block,Treatment,Plant,PM_Cones,Incidence
2018,9/6/2018,VII,1,4,0,0
2018,9/6/2018,VII,1,5,0,0
2018,9/6/2018,I,2,1,0,0
2018,9/6/2018,I,2,2,2,0.13333
2018,9/6/2018,I,2,3,0,0
2018,9/6/2018,I,2,4,3,0.2
2018,9/6/2018,I,2,5,1,0.06667
2018,9/6/2018,II,2,1,0,0
2018,9/6/2018,II,2,2,0,0
2018,9/6/2018,II,2,3,2,0.13333
2018,9/6/2018,II,2,4,3,0.2
2018,9/6/2018,II,2,5,1,0.06667
2018,9/6/2018,III,2,1,0,0
2018,9/6/2018,III,2,2,3,0.2
2018,9/6/2018,III,2,3,0,0
2018,9/6/2018,III,2,4,0,0
2018,9/6/2018,III,2,5,1,0.06667
2018,9/6/2018,IV,2,1,0,0
2018,9/6/2018,IV,2,2,1,0.06667
2018,9/6/2018,IV,2,3,0,0
2018,9/6/2018,IV,2,4,0,0
2018,9/6/2018,IV,2,5,1,0.06667
2018,9/6/2018,V,2,1,1,0.06667
2018,9/6/2018,V,2,2,1,0.06667
2018,9/6/2018,V,2,3,1,0.06667
2018,9/6/2018,V,2,4,0,0
2018,9/6/2018,V,2,5,2,0.13333
2018,9/6/2018,VI,2,1,1,0.06667
2018,9/6/2018,VI,2,2,0,0
2018,9/6/2018,VI,2,3,1,0.06667
2018,9/6/2018,VI,2,4,1,0.06667
2018,9/6/2018,VI,2,5,1,0.06667
2018,9/6/2018,VII,2,1,1,0.06667
2018,9/6/2018,VII,2,2,0,0
2018,9/6/2018,VII,2,3,2,0.13333
2018,9/6/2018,VII,2,4,0,0
2018,9/6/2018,VII,2,5,0,0
2018,9/6/2018,I,3,1,0,0
2018,9/6/2018,I,3,2,0,0
2018,9/6/2018,I,3,3,0,0
2018,9/6/2018,I,3,4,0,0
2018,9/6/2018,I,3,5,0,0
2018,9/6/2018,II,3,1,0,0
2018,9/6/2018,II,3,2,0,0
2018,9/6/2018,II,3,3,0,0
2018,9/6/2018,II,3,4,0,0
2018,9/6/2018,II,3,5,1,0.06667
2018,9/6/2018,III,3,1,0,0
2018,9/6/2018,III,3,2,0,0
2018,9/6/2018,III,3,3,2,0.13333
2018,9/6/2018,III,3,4,0,0
2018,9/6/2018,III,3,5,0,0
2018,9/6/2018,IV,3,1,0,0
2018,9/6/2018,IV,3,2,0,0
2018,9/6/2018,IV,3,3,0,0
2018,9/6/2018,IV,3,4,0,0
2018,9/6/2018,IV,3,5,1,0.06667
2018,9/6/2018,V,3,1,6,0.4
2018,9/6/2018,V,3,2,3,0.2
2018,9/6/2018,V,3,3,0,0
2018,9/6/2018,V,3,4,2,0.13333
2018,9/6/2018,V,3,5,4,0.26667
2018,9/6/2018,VI,3,1,0,0
2018,9/6/2018,VI,3,2,0,0
2018,9/6/2018,VI,3,3,0,0
2018,9/6/2018,VI,3,4,0,0
2018,9/6/2018,VI,3,5,1,0.06667
2018,9/6/2018,VII,3,1,1,0.06667
2018,9/6/2018,VII,3,2,2,0.13333
2018,9/6/2018,VII,3,3,0,0
2018,9/6/2018,VII,3,4,0,0
2018,9/6/2018,VII,3,5,0,0
2018,9/6/2018,I,4,1,0,0
2018,9/6/2018,I,4,2,0,0
2018,9/6/2018,I,4,3,0,0
2018,9/6/2018,I,4,4,0,0
2018,9/6/2018,I,4,5,0,0
2018,9/6/2018,II,4,1,1,0.06667
2018,9/6/2018,II,4,2,0,0
2018,9/6/2018,II,4,3,0,0
2018,9/6/2018,II,4,4,0,0
2018,9/6/2018,II,4,5,0,0
2018,9/6/2018,III,4,1,0,0
2018,9/6/2018,III,4,2,0,0
2018,9/6/2018,III,4,3,1,0.06667
2018,9/6/2018,III,4,4,0,0
2018,9/6/2018,III,4,5,0,0
2018,9/6/2018,IV,4,1,0,0
2018,9/6/2018,IV,4,2,5,0.33333
2018,9/6/2018,IV,4,3,0,0
2018,9/6/2018,IV,4,4,0,0
2018,9/6/2018,IV,4,5,0,0
2018,9/6/2018,V,4,1,0,0
2018,9/6/2018,V,4,2,0,0
2018,9/6/2018,V,4,3,1,0.06667
2018,9/6/2018,V,4,4,0,0
2018,9/6/2018,V,4,5,1,0.06667
2018,9/6/2018,VI,4,1,0,0
2018,9/6/2018,VI,4,2,1,0.06667
2018,9/6/2018,VI,4,3,0,0
2018,9/6/2018,VI,4,4,0,0
2018,9/6/2018,VI,4,5,0,0
2018,9/6/2018,VII,4,1,2,0.13333
2018,9/6/2018,VII,4,2,1,0.06667
2018,9/6/2018,VII,4,3,0,0
2018,9/6/2018,VII,4,4,0,0
2018,9/6/2018,VII,4,5,0,0
2019,9/17/2019,I,1,1,.,.
2019,9/17/2019,I,1,2,.,.
2019,9/17/2019,I,1,3,.,.
2019,9/17/2019,I,1,4,.,.
2019,9/17/2019,I,1,5,.,.
2019,9/17/2019,II,1,1,.,.
2019,9/17/2019,II,1,2,.,.
2019,9/17/2019,II,1,3,.,.
2019,9/17/2019,II,1,4,.,.
2019,9/17/2019,II,1,5,.,.
2019,9/17/2019,II,1,6,.,.
2019,9/17/2019,II,1,7,.,.
2019,9/17/2019,II,1,8,.,.
2019,9/17/2019,III,1,1,.,.
2019,9/17/2019,III,1,2,.,.
2019,9/17/2019,III,1,3,.,.
2019,9/17/2019,III,1,4,.,.
2019,9/17/2019,III,1,5,.,.
2019,9/17/2019,III,1,6,.,.
2019,9/17/2019,III,1,7,.,.
2019,9/17/2019,III,1,8,.,.
2019,9/17/2019,IV,1,1,.,.
2019,9/17/2019,IV,1,2,.,.
2019,9/17/2019,IV,1,3,.,.
2019,9/17/2019,IV,1,4,.,.
2019,9/17/2019,IV,1,5,.,.
2019,9/17/2019,IV,1,6,.,.
2019,9/17/2019,IV,1,7,.,.
2019,9/17/2019,IV,1,8,.,.
2019,9/17/2019,V,1,1,.,.
2019,9/17/2019,V,1,2,.,.
2019,9/17/2019,V,1,3,.,.
2019,9/17/2019,V,1,4,.,.
2019,9/17/2019,V,1,5,.,.
2019,9/17/2019,V,1,6,.,.
2019,9/17/2019,V,1,7,.,.
2019,9/17/2019,V,1,8,.,.
2019,9/17/2019,VI,1,1,.,.
2019,9/17/2019,VI,1,2,.,.
2019,9/17/2019,VI,1,3,.,.
2019,9/17/2019,VI,1,4,.,.
2019,9/17/2019,VI,1,5,.,.
2019,9/17/2019,VI,1,6,.,.
2019,9/17/2019,VI,1,7,.,.
2019,9/17/2019,VI,1,8,.,.
2019,9/17/2019,VII,1,1,.,.
2019,9/17/2019,VII,1,2,.,.
2019,9/17/2019,VII,1,3,.,.
2019,9/17/2019,VII,1,4,.,.
2019,9/17/2019,VII,1,5,.,.
2019,9/17/2019,VII,1,6,.,.
2019,9/17/2019,VII,1,7,.,.
2019,9/17/2019,VII,1,8,.,.
2019,9/17/2019,I,2,1,10,0.66667
2019,9/17/2019,I,2,2,5,0.33333
2019,9/17/2019,I,2,3,4,0.26667
2019,9/17/2019,I,2,4,6,0.4
2019,9/17/2019,I,2,5,6,0.4
2019,9/17/2019,I,2,6,8,0.53333
2019,9/17/2019,I,2,7,6,0.4
2019,9/17/2019,I,2,8,8,0.53333
2019,9/17/2019,II,2,1,10,0.66667
2019,9/17/2019,II,2,2,8,0.53333
2019,9/17/2019,II,2,3,6,0.4
2019,9/17/2019,II,2,4,6,0.4
2019,9/17/2019,II,2,5,10,0.66667
2019,9/17/2019,II,2,6,4,0.26667
2019,9/17/2019,II,2,7,5,0.33333
2019,9/17/2019,II,2,8,5,0.33333
2019,9/17/2019,III,2,1,9,0.6
2019,9/17/2019,III,2,2,8,0.53333
2019,9/17/2019,III,2,3,10,0.66667
2019,9/17/2019,III,2,4,8,0.53333
2019,9/17/2019,III,2,5,10,0.66667
2019,9/17/2019,III,2,6,7,0.46667
2019,9/17/2019,III,2,7,8,0.53333
2019,9/17/2019,III,2,8,8,0.53333
2019,9/17/2019,IV,2,1,2,0.13333
2019,9/17/2019,IV,2,2,4,0.26667
2019,9/17/2019,IV,2,3,5,0.33333
2019,9/17/2019,IV,2,4,6,0.4
2019,9/17/2019,IV,2,5,9,0.6
2019,9/17/2019,IV,2,6,10,0.66667
2019,9/17/2019,IV,2,7,8,0.53333
2019,9/17/2019,IV,2,8,2,0.13333
2019,9/17/2019,V,2,1,3,0.2
2019,9/17/2019,V,2,2,7,0.46667
2019,9/17/2019,V,2,3,9,0.6
2019,9/17/2019,V,2,4,5,0.33333
2019,9/17/2019,V,2,5,10,0.66667
2019,9/17/2019,V,2,6,8,0.53333
2019,9/17/2019,V,2,7,5,0.33333
2019,9/17/2019,V,2,8,10,0.66667
2019,9/17/2019,VI,2,1,6,0.4
2019,9/17/2019,VI,2,2,8,0.53333
2019,9/17/2019,VI,2,3,7,0.46667
2019,9/17/2019,VI,2,4,8,0.53333
2019,9/17/2019,VI,2,5,8,0.53333
2019,9/17/2019,VI,2,6,9,0.6
2019,9/17/2019,VI,2,7,7,0.46667
2019,9/17/2019,VI,2,8,7,0.46667
2019,9/17/2019,VII,2,1,4,0.26667
2019,9/17/2019,VII,2,2,8,0.53333
2019,9/17/2019,VII,2,3,9,0.6
2019,9/17/2019,VII,2,4,9,0.6
2019,9/17/2019,VII,2,5,6,0.4
2019,9/17/2019,VII,2,6,8,0.53333
2019,9/17/2019,VII,2,7,9,0.6
2019,9/17/2019,VII,2,8,5,0.33333
2019,9/17/2019,I,3,1,9,0.6
2019,9/17/2019,I,3,2,10,0.66667
2019,9/17/2019,I,3,3,8,0.53333
2019,9/17/2019,I,3,4,9,0.6
2019,9/17/2019,I,3,5,10,0.66667
2019,9/17/2019,I,3,6,9,0.6
2019,9/17/2019,I,3,7,7,0.46667
2019,9/17/2019,I,3,8,.,.
2019,9/17/2019,II,3,1,.,.
2019,9/17/2019,II,3,2,8,0.53333
2019,9/17/2019,II,3,3,10,0.66667
2019,9/17/2019,II,3,4,9,0.6
2019,9/17/2019,II,3,5,10,0.66667
2019,9/17/2019,II,3,6,9,0.6
2019,9/17/2019,II,3,7,10,0.66667
2019,9/17/2019,II,3,8,10,0.66667
2019,9/17/2019,III,3,1,7,0.46667
2019,9/17/2019,III,3,2,6,0.4
2019,9/17/2019,III,3,3,8,0.53333
2019,9/17/2019,III,3,4,8,0.53333
2019,9/17/2019,III,3,5,7,0.46667
2019,9/17/2019,III,3,6,9,0.6
2019,9/17/2019,III,3,7,7,0.46667
2019,9/17/2019,III,3,8,7,0.46667
2019,9/17/2019,IV,3,1,3,0.2
2019,9/17/2019,IV,3,2,7,0.46667
2019,9/17/2019,IV,3,3,5,0.33333
2019,9/17/2019,IV,3,4,9,0.6
2019,9/17/2019,IV,3,5,7,0.46667
2019,9/17/2019,IV,3,6,7,0.46667
2019,9/17/2019,IV,3,7,5,0.33333
2019,9/17/2019,IV,3,8,9,0.6
2019,9/17/2019,V,3,1,4,0.26667
2019,9/17/2019,V,3,2,9,0.6
2019,9/17/2019,V,3,3,6,0.4
2019,9/17/2019,V,3,4,7,0.46667
2019,9/17/2019,V,3,5,6,0.4
2019,9/17/2019,V,3,6,9,0.6
2019,9/17/2019,V,3,7,7,0.46667
2019,9/17/2019,V,3,8,6,0.4
2019,9/17/2019,VI,3,1,9,0.6
2019,9/17/2019,VI,3,2,8,0.53333
2019,9/17/2019,VI,3,3,7,0.46667
2019,9/17/2019,VI,3,4,10,0.66667
2019,9/17/2019,VI,3,5,5,0.33333
2019,9/17/2019,VI,3,6,5,0.33333
2019,9/17/2019,VI,3,7,9,0.6
2019,9/17/2019,VI,3,8,7,0.46667
2019,9/17/2019,VII,3,1,6,0.4
2019,9/17/2019,VII,3,2,6,0.4
2019,9/17/2019,VII,3,3,7,0.46667
2019,9/17/2019,VII,3,4,5,0.33333
2019,9/17/2019,VII,3,5,6,0.4
2019,9/17/2019,VII,3,6,8,0.53333
2019,9/17/2019,VII,3,7,8,0.53333
2019,9/17/2019,VII,3,8,8,0.53333
2019,9/17/2019,I,4,1,7,0.46667
2019,9/17/2019,I,4,2,10,0.66667
2019,9/17/2019,I,4,3,7,0.46667
2019,9/17/2019,I,4,4,4,0.26667
2019,9/17/2019,I,4,5,3,0.2
2019,9/17/2019,I,4,6,8,0.53333
2019,9/17/2019,I,4,7,10,0.66667
2019,9/17/2019,I,4,8,6,0.4
2019,9/17/2019,II,4,1,8,0.53333
2019,9/17/2019,II,4,2,0,0
2019,9/17/2019,II,4,3,8,0.53333
2019,9/17/2019,II,4,4,9,0.6
2019,9/17/2019,II,4,5,6,0.4
2019,9/17/2019,II,4,6,10,0.66667
2019,9/17/2019,II,4,7,8,0.53333
2019,9/17/2019,II,4,8,8,0.53333
2019,9/17/2019,III,4,1,0,0
2019,9/17/2019,III,4,2,8,0.53333
2019,9/17/2019,III,4,3,5,0.33333
2019,9/17/2019,III,4,4,6,0.4
2019,9/17/2019,III,4,5,5,0.33333
2019,9/17/2019,III,4,6,8,0.53333
2019,9/17/2019,III,4,7,6,0.4
2019,9/17/2019,III,4,8,8,0.53333
2019,9/17/2019,IV,4,1,9,0.6
2019,9/17/2019,IV,4,2,10,0.66667
2019,9/17/2019,IV,4,3,9,0.6
2019,9/17/2019,IV,4,4,9,0.6
2019,9/17/2019,IV,4,5,8,0.53333
2019,9/17/2019,IV,4,6,8,0.53333
2019,9/17/2019,IV,4,7,9,0.6
2019,9/17/2019,IV,4,8,9,0.6
2019,9/17/2019,V,4,1,9,0.6
2019,9/17/2019,V,4,2,6,0.4
2019,9/17/2019,V,4,3,10,0.66667
2019,9/17/2019,V,4,4,9,0.6
2019,9/17/2019,V,4,5,8,0.53333
2019,9/17/2019,V,4,6,6,0.4
2019,9/17/2019,V,4,7,7,0.46667
2019,9/17/2019,V,4,8,8,0.53333
2019,9/17/2019,VI,4,1,8,0.53333
2019,9/17/2019,VI,4,2,8,0.53333
2019,9/17/2019,VI,4,3,9,0.6
2019,9/17/2019,VI,4,4,9,0.6
2019,9/17/2019,VI,4,5,7,0.46667
2019,9/17/2019,VI,4,6,9,0.6
2019,9/17/2019,VI,4,7,10,0.66667
2019,9/17/2019,VI,4,8,8,0.53333
2019,9/17/2019,VII,4,1,9,0.6
2019,9/17/2019,VII,4,2,9,0.6
2019,9/17/2019,VII,4,3,8,0.53333
2019,9/17/2019,VII,4,4,7,0.46667
2019,9/17/2019,VII,4,5,10,0.66667
2019,9/17/2019,VII,4,6,9,0.6
2019,9/17/2019,VII,4,7,6,0.4
2019,9/17/2019,VII,4,8,10,0.66667
2020,9/3/2020,I,1,1,3,0.2
2020,9/3/2020,I,1,2,4,0.26667
2020,9/3/2020,I,1,3,10,0.66667
2020,9/3/2020,I,1,4,9,0.6
2020,9/3/2020,I,1,5,8,0.53333
2020,9/3/2020,I,1,6,5,0.33333
2020,9/3/2020,I,1,7,1,0.06667
2020,9/3/2020,I,1,8,7,0.46667
2020,9/3/2020,II,1,1,0,0
2020,9/3/2020,II,1,2,10,0.66667
2020,9/3/2020,II,1,3,4,0.26667
2020,9/3/2020,II,1,4,7,0.46667
2020,9/3/2020,II,1,5,4,0.26667
2020,9/3/2020,II,1,6,2,0.13333
2020,9/3/2020,II,1,7,2,0.13333
2020,9/3/2020,II,1,8,6,0.4
2020,9/3/2020,III,1,1,2,0.13333
2020,9/3/2020,III,1,2,5,0.33333
2020,9/3/2020,III,1,3,4,0.26667
2020,9/3/2020,III,1,4,4,0.26667
2020,9/3/2020,III,1,5,4,0.26667
2020,9/3/2020,III,1,6,8,0.53333
2020,9/3/2020,III,1,7,5,0.33333
2020,9/3/2020,III,1,8,5,0.33333
2020,9/3/2020,IV,1,1,4,0.26667
2020,9/3/2020,IV,1,2,1,0.06667
2020,9/3/2020,IV,1,3,12,0.8
2020,9/3/2020,IV,1,4,4,0.26667
2020,9/3/2020,IV,1,5,3,0.2
2020,9/3/2020,IV,1,6,4,0.26667
2020,9/3/2020,IV,1,7,5,0.33333
2020,9/3/2020,IV,1,8,6,0.4
2020,9/3/2020,V,1,1,5,0.33333
2020,9/3/2020,V,1,2,5,0.33333
2020,9/3/2020,V,1,3,2,0.13333
2020,9/3/2020,V,1,4,0,0
2020,9/3/2020,V,1,5,2,0.13333
2020,9/3/2020,V,1,6,5,0.33333
2020,9/3/2020,V,1,7,3,0.2
2020,9/3/2020,V,1,8,1,0.06667
2020,9/3/2020,VI,1,1,7,0.46667
2020,9/3/2020,VI,1,2,8,0.53333
2020,9/3/2020,VI,1,3,6,0.4
2020,9/3/2020,VI,1,4,6,0.4
2020,9/3/2020,VI,1,5,10,0.66667
2020,9/3/2020,VI,1,6,0,0
2020,9/3/2020,VI,1,7,1,0.06667
2020,9/3/2020,VI,1,8,5,0.33333
2020,9/3/2020,VII,1,1,6,0.4
2020,9/3/2020,VII,1,2,2,0.13333
2020,9/3/2020,VII,1,3,4,0.26667
2020,9/3/2020,VII,1,4,1,0.06667
2020,9/3/2020,VII,1,5,8,0.53333
2020,9/3/2020,VII,1,6,4,0.26667
2020,9/3/2020,VII,1,7,2,0.13333
2020,9/3/2020,VII,1,8,4,0.26667
2020,9/3/2020,I,2,1,2,0.13333
2020,9/3/2020,I,2,2,3,0.2
2020,9/3/2020,I,2,3,10,0.66667
2020,9/3/2020,I,2,4,4,0.26667
2020,9/3/2020,I,2,5,1,0.06667
2020,9/3/2020,I,2,6,6,0.4
2020,9/3/2020,I,2,7,0,0
2020,9/3/2020,I,2,8,7,0.46667
2020,9/3/2020,II,2,1,4,0.26667
2020,9/3/2020,II,2,2,8,0.53333
2020,9/3/2020,II,2,3,1,0.06667
2020,9/3/2020,II,2,4,8,0.53333
2020,9/3/2020,II,2,5,0,0
2020,9/3/2020,II,2,6,1,0.06667
2020,9/3/2020,II,2,7,2,0.13333
2020,9/3/2020,II,2,8,3,0.2
2020,9/3/2020,III,2,1,3,0.2
2020,9/3/2020,III,2,2,1,0.06667
2020,9/3/2020,III,2,3,5,0.33333
2020,9/3/2020,III,2,4,3,0.2
2020,9/3/2020,III,2,5,3,0.2
2020,9/3/2020,III,2,6,4,0.26667
2020,9/3/2020,III,2,7,4,0.26667
2020,9/3/2020,III,2,8,0,0
2020,9/3/2020,IV,2,1,7,0.46667
2020,9/3/2020,IV,2,2,3,0.2
2020,9/3/2020,IV,2,3,3,0.2
2020,9/3/2020,IV,2,4,1,0.06667
2020,9/3/2020,IV,2,5,5,0.33333
2020,9/3/2020,IV,2,6,3,0.2
2020,9/3/2020,IV,2,7,4,0.26667
2020,9/3/2020,IV,2,8,0,0
2020,9/3/2020,V,2,1,5,0.33333
2020,9/3/2020,V,2,2,2,0.13333
2020,9/3/2020,V,2,3,5,0.33333
2020,9/3/2020,V,2,4,2,0.13333
2020,9/3/2020,V,2,5,4,0.26667
2020,9/3/2020,V,2,6,3,0.2
2020,9/3/2020,V,2,7,1,0.06667
2020,9/3/2020,V,2,8,5,0.33333
2020,9/3/2020,VI,2,1,4,0.26667
2020,9/3/2020,VI,2,2,0,0
2020,9/3/2020,VI,2,3,5,0.33333
2020,9/3/2020,VI,2,4,6,0.4
2020,9/3/2020,VI,2,5,0,0
2020,9/3/2020,VI,2,6,4,0.26667
2020,9/3/2020,VI,2,7,4,0.26667
2020,9/3/2020,VI,2,8,4,0.26667
2020,9/3/2020,VII,2,1,7,0.46667
2020,9/3/2020,VII,2,2,1,0.06667
2020,9/3/2020,VII,2,3,6,0.4
2020,9/3/2020,VII,2,4,1,0.06667
2020,9/3/2020,VII,2,5,5,0.33333
2020,9/3/2020,VII,2,6,1,0.06667
2020,9/3/2020,VII,2,7,2,0.13333
2020,9/3/2020,VII,2,8,2,0.13333
2020,9/3/2020,I,3,1,1,0.06667
2020,9/3/2020,I,3,2,3,0.2
2020,9/3/2020,I,3,3,2,0.13333
2020,9/3/2020,I,3,4,2,0.13333
2020,9/3/2020,I,3,5,8,0.53333
2020,9/3/2020,I,3,6,10,0.66667
2020,9/3/2020,I,3,7,4,0.26667
2020,9/3/2020,I,3,8,3,0.2
2020,9/3/2020,II,3,1,2,0.13333
2020,9/3/2020,II,3,2,4,0.26667
2020,9/3/2020,II,3,3,1,0.06667
2020,9/3/2020,II,3,4,0,0
2020,9/3/2020,II,3,5,4,0.26667
2020,9/3/2020,II,3,6,2,0.13333
2020,9/3/2020,II,3,7,0,0
2020,9/3/2020,II,3,8,3,0.2
2020,9/3/2020,III,3,1,8,0.53333
2020,9/3/2020,III,3,2,3,0.2
2020,9/3/2020,III,3,3,3,0.2
2020,9/3/2020,III,3,4,7,0.46667
2020,9/3/2020,III,3,5,1,0.06667
2020,9/3/2020,III,3,6,8,0.53333
2020,9/3/2020,III,3,7,0,0
2020,9/3/2020,III,3,8,3,0.2
2020,9/3/2020,IV,3,1,9,0.6
2020,9/3/2020,IV,3,2,0,0
2020,9/3/2020,IV,3,3,4,0.26667
2020,9/3/2020,IV,3,4,7,0.46667
2020,9/3/2020,IV,3,5,6,0.4
2020,9/3/2020,IV,3,6,3,0.2
2020,9/3/2020,IV,3,7,3,0.2
2020,9/3/2020,IV,3,8,1,0.06667
2020,9/3/2020,V,3,1,4,0.26667
2020,9/3/2020,V,3,2,1,0.06667
2020,9/3/2020,V,3,3,4,0.26667
2020,9/3/2020,V,3,4,3,0.2
2020,9/3/2020,V,3,5,9,0.6
2020,9/3/2020,V,3,6,5,0.33333
2020,9/3/2020,V,3,7,7,0.46667
2020,9/3/2020,V,3,8,1,0.06667
2020,9/3/2020,VI,3,1,8,0.53333
2020,9/3/2020,VI,3,2,4,0.26667
2020,9/3/2020,VI,3,3,3,0.2
2020,9/3/2020,VI,3,4,4,0.26667
2020,9/3/2020,VI,3,5,3,0.2
2020,9/3/2020,VI,3,6,2,0.13333
2020,9/3/2020,VI,3,7,5,0.33333
2020,9/3/2020,VI,3,8,0,0
2020,9/3/2020,VII,3,1,8,0.53333
2020,9/3/2020,VII,3,2,4,0.26667
2020,9/3/2020,VII,3,3,5,0.33333
2020,9/3/2020,VII,3,4,6,0.4
2020,9/3/2020,VII,3,5,2,0.13333
2020,9/3/2020,VII,3,6,3,0.2
2020,9/3/2020,VII,3,7,0,0
2020,9/3/2020,VII,3,8,2,0.13333
2020,9/3/2020,I,4,1,9,0.6
2020,9/3/2020,I,4,2,8,0.53333
2020,9/3/2020,I,4,3,4,0.26667
2020,9/3/2020,I,4,4,4,0.26667
2020,9/3/2020,I,4,5,6,0.4
2020,9/3/2020,I,4,6,3,0.2
2020,9/3/2020,I,4,7,4,0.26667
2020,9/3/2020,I,4,8,1,0.06667
2020,9/3/2020,II,4,1,8,0.53333
2020,9/3/2020,II,4,2,4,0.26667
2020,9/3/2020,II,4,3,3,0.2
2020,9/3/2020,II,4,4,4,0.26667
2020,9/3/2020,II,4,5,5,0.33333
2020,9/3/2020,II,4,6,2,0.13333
2020,9/3/2020,II,4,7,1,0.06667
2020,9/3/2020,II,4,8,8,0.53333
2020,9/3/2020,III,4,1,4,0.26667
2020,9/3/2020,III,4,2,2,0.13333
2020,9/3/2020,III,4,3,4,0.26667
2020,9/3/2020,III,4,4,6,0.4
2020,9/3/2020,III,4,5,3,0.2
2020,9/3/2020,III,4,6,6,0.4
2020,9/3/2020,III,4,7,2,0.13333
2020,9/3/2020,III,4,8,5,0.33333
2020,9/3/2020,IV,4,1,7,0.46667
2020,9/3/2020,IV,4,2,8,0.53333
2020,9/3/2020,IV,4,3,2,0.13333
2020,9/3/2020,IV,4,4,0,0
2020,9/3/2020,IV,4,5,5,0.33333
2020,9/3/2020,IV,4,6,8,0.53333
2020,9/3/2020,IV,4,7,2,0.13333
2020,9/3/2020,IV,4,8,7,0.46667
2020,9/3/2020,V,4,1,4,0.26667
2020,9/3/2020,V,4,2,7,0.46667
2020,9/3/2020,V,4,3,1,0.06667
2020,9/3/2020,V,4,4,1,0.06667
2020,9/3/2020,V,4,5,2,0.13333
2020,9/3/2020,V,4,6,6,0.4
2020,9/3/2020,V,4,7,0,0
2020,9/3/2020,V,4,8,3,0.2
2020,9/3/2020,VI,4,1,1,0.06667
2020,9/3/2020,VI,4,2,4,0.26667
2020,9/3/2020,VI,4,3,1,0.06667
2020,9/3/2020,VI,4,4,3,0.2
2020,9/3/2020,VI,4,5,4,0.26667
2020,9/3/2020,VI,4,6,0,0
2020,9/3/2020,VI,4,7,2,0.13333
2020,9/3/2020,VI,4,8,2,0.13333
2020,9/3/2020,VII,4,1,4,0.26667
2020,9/3/2020,VII,4,2,0,0
2020,9/3/2020,VII,4,3,2,0.13333
2020,9/3/2020,VII,4,4,7,0.46667
2020,9/3/2020,VII,4,5,0,0
2020,9/3/2020,VII,4,6,4,0.26667
2020,9/3/2020,VII,4,7,0,0
2020,9/3/2020,VII,4,8,2,0.13333
